SAMD11,NM_152486.2
ZC3H4,NM_015168.1
C5AR2,NM_018485.2
DHX34,NM_014681.5
KPTN,NM_007059.3
BICRA,NM_015711.3
EHD2,NM_014601.3
NOP53,NM_015710.4
CRX,NM_000554.4
SULT2A1,NM_003167.3
PLA2G4C,NM_003706.2
LIG1,NM_000234.2
CARD8,NM_014959.3
CCDC114,NM_144577.3
GRIN2D,NM_000836.2
LMTK3,NM_001080434.1
SULT2B1,NM_177973.1
FUT2,NM_000511.5
RASIP1,NM_017805.2
FUT1,NM_000148.3
BCAT2,NM_001190.3
FTL,NM_000146.3
GYS1,NM_002103.4
LHB,NM_000894.2
CGB3,NM_000737.3
NTF4,NM_006179.4
LIN7B,NM_022165.2
HRC,NM_002152.2
TRPM4,NM_017636.3
ALDH16A1,NM_153329.3
RRAS,NM_006270.3
IRF3,NM_001571.5
CPT1C,NM_001136052.2
TSKS,NM_021733.1
FUZ,NM_025129.4
MED25,NM_030973.3
PNKP,NM_007254.3
NUP62,NM_153719.3
SIGLEC11,NM_001135163.1
MYH14,NM_024729.3
KCNC3,NM_004977.2
NAPSA,NM_004851.1
POLD1,NM_002691.3
MYBPC2,NM_004533.3
SHANK1,NM_016148.2
ACP4,NM_033068.2
C19orf48,NM_199249.2
KLK1,NM_002257.3
KLK15,NM_017509.3
KLK3,NM_001648.2
KLK4,NM_004917.4
KLK6,NM_002774.3
KLK12,NM_145894.1
KLK14,NM_022046.4
CD33,NM_001772.3
ETFB,NM_001985.2
ETFB,NM_001014763.1
LIM2,NM_030657.3
SIGLEC12,NM_053003.3
HAS1,NM_001523.3
FPR1,NM_002029.3
ZNF350,NM_021632.3
PPP2R1A,NM_014225.5
ZNF534,NM_001143939.1
ZNF808,NM_001039886.3
ZNF600,NM_198457.2
ZNF816,NM_001031665.2
ZNF813,NM_001004301.3
NLRP12,NM_144687.3
PRKCG,NM_002739.3
PRPF31,NM_015629.3
CNOT3,NM_014516.3
LENG1,NM_024316.2
MBOAT7,NM_024298.4
TSEN34,NM_024075.4
LILRB5,NM_001081442.2
LENG8,NM_052925.3
KIR3DL3,NM_153443.4
KIR2DL3,NM_015868.2
KIR2DL1,NM_014218.2
KIR3DL1,NM_013289.2
KIR3DL2,NM_006737.3
FCAR,NM_002000.3
NLRP7,NM_139176.3
NLRP7,NM_001127255.1
NLRP7,NM_206828.3
NLRP2,NM_017852.3
GP6,NM_001083899.2
TNNT1,NM_003283.5
TNNI3,NM_000363.4
DNAAF3,NM_001256714.1
PTPRH,NM_002842.4
HSPBP1,NM_001297600.1
BRSK1,NM_032430.1
IL11,NM_000641.3
ZNF628,NM_033113.2
NLRP11,NM_145007.3
NLRP5,NM_153447.4
GALP,NM_033106.3
ZNF582,NM_144690.1
PEG3,NM_006210.2
AURKC,NM_001015878.1
ZNF543,NM_213598.3
ZNF17,NM_006959.2
VN1R1,NM_020633.3
ZNF419,NM_024691.3
ZNF551,NM_138347.4
C19orf18,NM_152474.4
ZNF135,NM_003436.3
SLC27A5,NM_012254.2
ZBTB45,NM_032792.2
CHMP2A,NM_014453.3
DEFB126,NM_030931.3
TRIB3,NM_021158.4
RBCK1,NM_031229.2
TBC1D20,NM_144628.3
CSNK2A1,NM_001895.3
SLC52A3,NM_033409.3
RSPO4,NM_001029871.3
RAD21L1,NM_001136566.2
SIRPB1,NM_006065.3
SIRPA,NM_001040022.1
PDYN,NM_024411.4
TGM3,NM_003245.3
TGM6,NM_198994.2
IDH3B,NM_006899.3
CPXM1,NM_019609.4
VPS16,NM_022575.3
PTPRA,NM_002836.3
AVP,NM_000490.4
DDRGK1,NM_023935.1
ITPA,NM_033453.3
SLC4A11,NM_032034.3
ATRN,NM_139321.2
ADAM33,NM_025220.3
SIGLEC1,NM_023068.3
MAVS,NM_020746.4
PANK2,NM_153638.2
ADRA1D,NM_000678.3
PRNP,NM_000311.3
PRNP,NM_001271561.1
PRND,NM_012409.3
TMEM230,NM_001009923.1
PCNA,NM_002592.2
PROKR2,NM_144773.2
CHGB,NM_001819.2
MCM8,NM_032485.5
FERMT1,NM_017671.4
BMP2,NM_001200.2
HAO1,NM_017545.2
PLCB1,NM_015192.3
PLCB4,NM_000933.3
PAK5,NM_020341.3
SNAP25,NM_003081.3
SNAP25,NM_130811.2
MKKS,NM_018848.3
JAG1,NM_000214.2
SPTLC3,NM_018327.2
NDUFAF5,NM_024120.4
FLRT3,NM_198391.2
OTOR,NM_020157.3
BFSP1,NM_001195.4
SNX5,NM_014426.3
MGME1,NM_052865.2
PET117,NM_001164811.1
KAT14,NM_020536.4
ZNF133,NM_001083330.2
SEC23B,NM_006363.4
RIN2,NM_018993.3
KIZ,NM_018474.4
XRN2,NM_012255.3
NKX2-2,NM_002509.3
PAX1,NM_006192.4
FOXA2,NM_021784.4
THBD,NM_000361.2
GZF1,NM_022482.3
NAPB,NM_001283018.1
CST9,NM_001008693.2
CST3,NM_000099.3
SYNDIG1,NM_024893.2
VSX1,NM_014588.5
ENTPD6,NM_001247.2
ABHD12,NM_001042472.2
GINS1,NM_021067.3
NANP,NM_152667.2
DEFB124,NM_001037500.1
COX4I2,NM_032609.2
TPX2,NM_012112.4
MYLK2,NM_033118.3
DUSP15,NM_080611.3
POFUT1,NM_015352.1
ASXL1,NM_015338.5
DNMT3B,NM_006892.3
SUN5,NM_080675.3
BPIFB6,NM_174897.2
BPIFB4,NM_182519.2
BPIFA3,NM_178466.4
BPIFB1,NM_033197.2
SNTA1,NM_003098.2
CBFA2T2,NM_005093.3
E2F1,NM_005225.2
CHMP4B,NM_176812.4
AHCY,NM_000687.2
ITCH,NM_031483.5
NCOA6,NM_014071.3
ACSS2,NM_018677.3
GSS,NM_000178.2
MYH7B,NM_020884.4
PROCR,NM_006404.4
FAM83C,NM_178468.5
GDF5,NM_000557.4
CEP250,NM_007186.4
RBM12,NM_001198838.1
NFS1,NM_021100.4
PHF20,NM_016436.4
EPB41L1,NM_012156.2
AAR2,NM_015511.4
SAMHD1,NM_015474.3
RBL1,NM_002895.3
RPN2,NM_002951.3
GHRH,NM_021081.4
SRC,NM_005417.4
TTI1,NM_014657.2
TGM2,NM_004613.2
KIAA1755,NM_001029864.1
BPI,NM_001725.2
LBP,NM_004139.4
MAFB,NM_005461.4
TOP1,NM_003286.2
PLCG1,NM_002660.2
ZHX3,NM_015035.3
LPIN3,NM_001301860.1
PTPRT,NM_133170.3
L3MBTL1,NM_032107.4
IFT52,NM_001303458.1
MYBL2,NM_002466.3
JPH2,NM_020433.4
OSER1,NM_016470.7
FITM2,NM_001080472.2
HNF4A,NM_175914.4
HNF4A,NM_000457.4
ADA,NM_000022.2
YWHAB,NM_003404.4
STK4,NM_006282.2
KCNS1,NM_002251.3
PI3,NM_002638.3
SEMG1,NM_003007.3
SEMG2,NM_003008.2
MATN4,NM_003833.4
TP53TG5,NM_014477.2
PIGT,NM_015937.5
CTSA,NM_000308.2
PLTP,NM_006227.3
ZNF335,NM_022095.3
MMP9,NM_004994.2
SLC12A5,NM_020708.4
NCOA5,NM_020967.2
CD40,NM_001250.5
ELMO2,NM_133171.3
TP53RK,NM_033550.3
SLC2A10,NM_030777.3
NCOA3,NM_181659.2
SULF2,NM_001161841.1
PREX1,NM_020820.3
ARFGEF2,NM_006420.2
DDX27,NM_017895.7
KCNB1,NM_004975.2
PTGIS,NM_000961.3
SNAI1,NM_005985.3
PTPN1,NM_002827.3
ADNP,NM_015339.3
DPM1,NM_003859.1
MOCS3,NM_014484.4
KCNG1,NM_002237.3
SALL4,NM_020436.3
TSHZ2,NM_173485.5
ZNF217,NM_006526.2
CYP24A1,NM_000782.4
MC3R,NM_019888.3
AURKA,NM_198433.1
BMP7,NM_001719.2
CTCFL,NM_001269040.1
PCK1,NM_002591.3
VAPB,NM_004738.4
GNAS,NM_000516.4
CTSZ,NM_001336.3
TUBB1,NM_030773.3
ATP5F1E,NM_006886.3
PRELID3B,NM_016045.2
ZNF831,NM_178457.2
EDN3,NM_207034.2
C20orf197,NM_173644.2
CDH4,NM_001794.4
PSMA7,NM_002792.3
SS18L1,NM_198935.2
MTG2,NM_015666.3
HRH3,NM_007232.2
OSBPL2,NM_144498.2
LAMA5,NM_005560.4
GATA5,NM_080473.4
SLCO4A1,NM_016354.3
COL9A3,NM_001853.3
SLC17A9,NM_022082.3
CHRNA4,NM_000744.6
KCNQ2,NM_172107.2
EEF1A2,NM_001958.3
PTK6,NM_005975.3
HELZ2,NM_001037335.2
RTEL1,NM_001283009.1
RTEL1,NM_032957.4
TNFRSF6B,NM_003823.3
SLC2A4RG,NM_020062.3
DNAJC5,NM_025219.2
ZNF512B,NM_020713.2
PRPF6,NM_012469.3
SOX18,NM_018419.2
OPRL1,NM_182647.2
MYT1,NM_004535.2
LIPI,NM_198996.3
NRIP1,NM_003489.3
C21orf91,NM_001100420.1
TMPRSS15,NM_002772.2
APP,NM_000484.3
ADAMTS1,NM_006988.4
GRIK1,NM_175611.2
GRIK1,NM_000830.3
CLDN8,NM_199328.2
TIAM1,NM_003253.2
SOD1,NM_000454.4
MRAP,NM_178817.3
URB1,NM_014825.2
CFAP298,NM_021254.2
SYNJ1,NM_003895.3
SYNJ1,NM_203446.2
PAXBP1,NM_016631.3
IFNAR2,NM_207585.2
IL10RB,NM_000628.4
IFNAR1,NM_000629.2
IFNGR2,NM_005534.3
DNAJC28,NM_001040192.2
SON,NM_032195.2
DONSON,NM_017613.3
CRYZL1,NM_145858.2
ITSN1,NM_001001132.1
KCNE2,NM_172201.1
KCNE1,NM_000219.5
CLIC6,NM_053277.1
RUNX1,NM_001754.4
RUNX1,NM_001001890.2
CBR1,NM_001757.3
CBR3,NM_001236.3
CHAF1B,NM_005441.2
CLDN14,NM_144492.2
HLCS,NM_000411.6
PIGP,NM_153682.2
TTC3,NM_001001894.1
DYRK1A,NM_101395.2
DYRK1A,NM_001396.3
KCNJ6,NM_002240.3
KCNJ15,NM_170736.2
BRWD1,NM_018963.4
DSCAM,NM_001389.3
MX2,NM_002463.1
RIPK4,NM_020639.2
UMODL1,NM_173568.3
ABCG1,NM_207174.1
TMPRSS3,NM_024022.2
UBASH3A,NM_018961.3
RSPH1,NM_080860.3
WDR4,NM_033661.4
NDUFV3,NM_021075.3
PKNOX1,NM_004571.4
CBS,NM_000071.2
CRYAA,NM_000394.3
SIK1,NM_173354.3
RRP1B,NM_015056.2
CSTB,NM_000100.3
DNMT3L,NM_013369.3
AIRE,NM_000383.3
C21orf2,NM_004928.2
TRPM2,NM_003307.3
LRRC3,NM_030891.4
TSPEAR,NM_144991.2
ITGB2,NM_000211.4
SLC19A1,NM_194255.2
COL6A1,NM_001848.2
COL6A2,NM_001849.3
FTCD,NM_006657.2
LSS,NM_001001438.2
MCM3AP,NM_003906.4
YBEY,NM_001006114.1
PCNT,NM_006031.5
DIP2A,NM_015151.3
CCT8L2,NM_014406.4
XKR3,NM_175878.3
IL17RA,NM_014339.6
ADA2,NM_001282225.1
ATP6V1E1,NM_001696.3
MICAL3,NM_015241.2
PEX26,NM_017929.5
TUBA8,NM_018943.2
USP18,NM_017414.3
PRODH,NM_016335.4
DGCR2,NM_005137.2
TSSK2,NM_053006.4
ESS2,NM_022719.2
SLC25A1,NM_005984.4
CLTCL1,NM_007098.3
HIRA,NM_003325.3
CDC45,NM_001178010.2
GP1BB,NM_000407.4
TBX1,NM_080647.1
GNB1L,NM_053004.2
TXNRD2,NM_006440.4
COMT,NM_000754.3
ARVCF,NM_001670.2
TANGO2,NM_152906.5
DGCR8,NM_022720.6
TRMT2A,NM_022727.5
ZDHHC8,NM_013373.3
RTN4R,NM_023004.5
SCARF2,NM_153334.6
PI4KA,NM_058004.3
SERPIND1,NM_000185.3
SNAP29,NM_004782.3
CRKL,NM_005207.3
LZTR1,NM_006767.3
YDJC,NM_001017964.1
CCDC116,NM_152612.2
MAPK1,NM_002745.4
TOP3B,NM_003935.4
BCR,NM_004327.3
IGLL1,NM_020070.3
CHCHD10,NM_213720.2
CHCHD10,NM_001301339.1
MMP11,NM_005940.3
SMARCB1,NM_003073.3
MIF,NM_002415.1
CABIN1,NM_012295.3
GGT5,NM_004121.3
SPECC1L,NM_015330.4
UPB1,NM_016327.2
PIWIL3,NM_001008496.3
CRYBB3,NM_004076.4
CRYBB2,NM_000496.2
MYO18B,NM_032608.5
SEZ6L,NM_021115.4
HPS4,NM_022081.5
CRYBB1,NM_001887.3
CRYBA4,NM_001886.2
MN1,NM_002430.2
TTC28,NM_001145418.1
CHEK2,NM_007194.3
XBP1,NM_005080.3
C22orf31,NM_015370.1
KREMEN1,NM_032045.4
EWSR1,NM_001163285.1
NEFH,NM_021076.3
NIPSNAP1,NM_003634.3
NF2,NM_000268.3
ASCC2,NM_032204.4
MTMR3,NM_021090.3
LIF,NM_002309.4
TCN2,NM_000355.3
MORC2,NM_001303256.1
LIMK2,NM_001031801.1
LIMK2,NM_005569.3
EIF4ENIF1,NM_019843.3
DEPDC5,NM_001242896.1
SLC5A1,NM_000343.3
FBXO7,NM_012179.3
SYN3,NM_003490.3
TIMP3,NM_000362.4
LARGE1,NM_004737.4
HMOX1,NM_002133.2
MCM5,NM_006739.3
APOL5,NM_030642.1
RBFOX2,NM_001082578.1
APOL3,NM_145640.2
APOL1,NM_003661.3
MYH9,NM_002473.5
TXN2,NM_012473.3
CACNG2,NM_006078.3
IFT27,NM_006860.4
NCF4,NM_013416.3
NCF4,NM_000631.4
CSF2RB,NM_000395.2
TST,NM_003312.5
MPST,NM_021126.5
KCTD17,NM_001282684.1
TMPRSS6,NM_153609.3
SSTR3,NM_001051.4
RAC2,NM_002872.4
CARD10,NM_014550.3
LGALS2,NM_006498.2
TRIOBP,NM_001039141.2
SOX10,NM_006941.3
PICK1,NM_012407.3
SLC16A8,NM_013356.2
PLA2G6,NM_003560.2
CSNK1E,NM_001894.4
DMC1,NM_007068.3
SUN2,NM_015374.2
DNAL4,NM_005740.2
APOBEC3B,NM_004900.4
APOBEC3D,NM_152426.3
APOBEC3F,NM_145298.5
APOBEC3G,NM_021822.3
APOBEC3H,NM_181773.4
PDGFB,NM_002608.2
SYNGR1,NM_145738.2
SYNGR1,NM_004711.4
ATF4,NM_001675.4
CACNA1I,NM_021096.3
TNRC6B,NM_001024843.1
TNRC6B,NM_001162501.1
ADSL,NM_000026.2
SGSM3,NM_015705.5
MKL1,NM_020831.4
MCHR1,NM_005297.3
XPNPEP3,NM_022098.3
EP300,NM_001429.3
CHADL,NM_138481.1
RANGAP1,NM_002883.3
ACO2,NM_001098.2
XRCC6,NM_001469.4
MEI1,NM_152513.3
SREBF2,NM_004599.3
TNFRSF13C,NM_052945.3
NAGA,NM_000262.2
SMDT1,NM_033318.4
NDUFA6,NM_002490.3
CYP2D6,NM_000106.5
TCF20,NM_005650.2
CYB5R3,NM_000398.6
A4GALT,NM_017436.4
ARFGAP3,NM_014570.4
PACSIN2,NM_001184970.1
MCAT,NM_173467.4
TSPO,NM_000714.5
SULT4A1,NM_014351.3
PNPLA5,NM_138814.3
PNPLA3,NM_025225.2
ARHGAP8,NM_001017526.1
UPK3A,NM_006953.3
SMC1B,NM_148674.4
FBLN1,NM_006486.2
WNT7B,NM_058238.2
PPARA,NM_005036.4
PKDREJ,NM_006071.1
TTC38,NM_017931.2
GTSE1,NM_016426.6
TRMU,NM_018006.4
CELSR1,NM_014246.1
CERK,NM_022766.5
BRD1,NM_001304808.1
ALG12,NM_024105.3
CRELD2,NM_001135101.2
IL17REL,NM_001001694.2
MLC1,NM_015166.3
TUBGCP6,NM_020461.3
HDAC10,NM_032019.5
SBF1,NM_002972.3
SCO2,NM_005138.2
TYMP,NM_001953.4
CPT1B,NM_004377.3
CHKB,NM_005198.4
ARSA,NM_000487.5
SHOX,NM_000451.3
SHOX,NM_006883.2
CSF2RA,NM_006140.4
ASMT,NM_004043.2
GYG2,NM_003918.2
ARSE,NM_000047.2
ARSH,NM_001011719.1
ARSF,NM_004042.4
MXRA5,NM_015419.3
NLGN4X,NM_020742.3
STS,NM_000351.4
PNPLA4,NM_001142389.1
VCX2,NM_016378.3
ANOS1,NM_000216.2
TBL1X,NM_005647.3
GPR143,NM_000273.2
WWC3,NM_015691.3
CLCN4,NM_001830.3
MID1,NM_000381.3
HCCS,NM_005333.4
ARHGAP6,NM_013427.2
AMELX,NM_182680.1
FRMPD4,NM_014728.3
TLR7,NM_016562.3
TLR8,NM_138636.5
FAM9C,NM_174901.5
TRAPPC2,NM_001011658.3
OFD1,NM_003611.2
GLRA2,NM_002063.3
FANCB,NM_001018113.1
ASB9,NM_001031739.2
PIGA,NM_002641.3
PIR,NM_003662.3
ACE2,NM_021804.2
ZRSR2,NM_005089.3
AP1S2,NM_003916.4
GRPR,NM_005314.2
NHS,NM_198270.3
BEND2,NM_153346.4
CDKL5,NM_003159.2
RS1,NM_000330.3
PHKA2,NM_000292.2
ADGRG2,NM_001079858.2
PDHA1,NM_000284.3
MAP3K15,NM_001001671.3
RPS6KA3,NM_004586.2
CNKSR2,NM_014927.3
SMPX,NM_014332.2
MBTPS2,NM_015884.3
SMS,NM_004595.4
PHEX,NM_000444.5
PTCHD1,NM_173495.2
PRDX4,NM_006406.1
KLHL15,NM_030624.2
EIF2S3,NM_001415.3
PDK3,NM_001142386.2
POLA1,NM_016937.3
ARX,NM_139058.2
IL1RAPL1,NM_014271.3
MAGEB4,NM_002367.3
NR0B1,NM_000475.4
GK,NM_000167.5
DMD,NM_004006.2
FAM47A,NM_203408.3
TMEM47,NM_031442.3
CFAP47,NM_001304548.1
XK,NM_021083.2
CYBB,NM_000397.3
RPGR,NM_000328.2
RPGR,NM_001034853.1
OTC,NM_000531.5
TSPAN7,NM_004615.3
BCOR,NM_017745.5
ATP6AP2,NM_005765.2
USP9X,NM_001039590.2
DDX3X,NM_001193416.2
NYX,NM_022567.2
CASK,NM_003688.3
MAOA,NM_000240.3
MAOB,NM_000898.4
NDP,NM_000266.3
EFHC2,NM_025184.3
KDM6A,NM_021140.3
CXorf36,NM_176819.3
ZNF674,NM_001039891.2
RP2,NM_006915.2
NDUFB11,NM_019056.6
RBM10,NM_005676.4
UBA1,NM_003334.3
CDK16,NM_006201.4
USP11,NM_004651.3
ZNF157,NM_003446.3
ZNF41,NM_153380.2
SYN1,NM_133499.2
TIMP1,NM_003254.2
CFP,NM_002621.2
ELK1,NM_005229.4
ZNF81,NM_007137.3
ZNF630,NM_001037735.3
SSX1,NM_005635.3
SSX3,NM_021014.3
FTSJ1,NM_012280.3
PORCN,NM_203475.2
EBP,NM_006579.2
WAS,NM_000377.2
GATA1,NM_002049.3
HDAC6,NM_006044.2
PQBP1,NM_005710.2
SLC35A2,NM_001042498.2
GRIPAP1,NM_020137.4
WDR45,NM_007075.3
GPKOW,NM_015698.5
PLP2,NM_002668.2
PRICKLE3,NM_006150.3
SYP,NM_003179.2
CACNA1F,NM_005183.3
CCDC22,NM_014008.4
FOXP3,NM_014009.3
USP27X,NM_001145073.2
CLCN5,NM_000084.4
AKAP4,NM_003886.2
SHROOM4,NM_020717.3
BMP15,NM_005448.2
GSPT2,NM_018094.4
TSPYL2,NM_022117.3
KDM5C,NM_004187.3
IQSEC2,NM_001111125.2
SMC1A,NM_006306.3
HSD17B10,NM_004493.2
HUWE1,NM_031407.6
PHF8,NM_015107.2
PHF8,NM_001184896.1
FAM120C,NM_001300788.1
WNK3,NM_020922.4
TSR2,NM_058163.1
FGD1,NM_004463.2
ITIH6,NM_198510.2
MAGED2,NM_177433.2
TRO,NM_001039705.2
PFKFB1,NM_002625.3
ALAS2,NM_000032.4
UBQLN2,NM_013444.3
FAAH2,NM_174912.3
ARHGEF9,NM_015185.2
ARHGEF9,NM_001173479.1
AMER1,NM_152424.3
MTMR8,NM_017677.3
ZC4H2,NM_018684.3
ZC3H12B,NM_001010888.3
LAS1L,NM_031206.4
MSN,NM_002444.2
VSIG4,NM_007268.2
EDA2R,NM_021783.3
AR,NM_000044.3
OPHN1,NM_002547.2
EFNB1,NM_004429.4
EDA,NM_001399.4
IGBP1,NM_001551.2
DGAT2L6,NM_198512.2
ARR3,NM_004312.2
KIF4A,NM_012310.4
DLG3,NM_021120.3
DLG3,NM_020730.2
TEX11,NM_001003811.1
SLC7A3,NM_001048164.2
IL2RG,NM_000206.2
MED12,NM_005120.2
NLGN3,NM_181303.1
NLGN3,NM_018977.3
GJB1,NM_000166.5
ZMYM3,NM_201599.2
NONO,NM_001145408.1
TAF1,NM_004606.4
OGT,NM_181672.2
CXCR3,NM_001142797.1
HDAC8,NM_018486.2
PHKA1,NM_002637.3
NAP1L2,NM_021963.3
ZCCHC13,NM_203303.2
SLC16A2,NM_006517.4
RLIM,NM_183353.2
NEXMIF,NM_001008537.2
ABCB7,NM_004299.4
MAGEE2,NM_138703.4
FGF16,NM_003868.2
ATRX,NM_000489.4
MAGT1,NM_032121.5
COX7B,NM_001866.2
PGAM4,NM_001029891.2
ATP7A,NM_000052.6
PGK1,NM_000291.3
TAF9B,NM_015975.4
CYSLTR1,NM_006639.3
GPR174,NM_032553.1
TBX22,NM_001109878.1
BRWD3,NM_153252.4
POU3F4,NM_000307.4
RPS6KA6,NM_014496.4
SATL1,NM_001012980.2
ZNF711,NM_021998.4
POF1B,NM_024921.3
CHM,NM_000390.2
DACH2,NM_053281.3
PCDH11X,NM_032968.4
RPA4,NM_013347.4
PCDH19,NM_001184880.1
TSPAN6,NM_001278740.1
SRPX2,NM_014467.2
SYTL4,NM_080737.2
NOX1,NM_007052.4
DRP2,NM_001939.2
TAF7L,NM_024885.3
TIMM8A,NM_004085.3
BTK,NM_000061.2
GLA,NM_000169.2
HNRNPH2,NM_019597.4
NXF5,NM_032946.2
GPRASP2,NM_001184874.2
RAB40AL,NM_001031834.1
NXF3,NM_022052.1
GLRA4,NM_001024452.2
PLP1,NM_000533.4
H2BFWT,NM_001002916.4
H2BFM,NM_001164416.1
NRK,NM_198465.3
SERPINA7,NM_000354.5
RNF128,NM_024539.3
RNF128,NM_194463.1
RIPPLY1,NM_138382.2
CLDN2,NM_020384.3
PIH1D3,NM_001169154.1
PRPS1,NM_002764.3
MID2,NM_012216.3
TEX13B,NM_031273.2
COL4A6,NM_001847.3
COL4A5,NM_000495.4
IRS4,NM_003604.2
KCNE5,NM_012282.2
ACSL4,NM_004458.2
AMMECR1,NM_015365.2
CHRDL1,NM_001143981.1
PAK3,NM_002578.3
PAK3,NM_001128173.1
DCX,NM_178153.2
DCX,NM_000555.3
ALG13,NM_001099922.2
TRPC5,NM_012471.2
RTL4,NM_001004308.2
AMOT,NM_001113490.1
HTR2C,NM_000868.3
LUZP4,NM_016383.4
PLS3,NM_005032.6
AGTR2,NM_000686.4
KLHL13,NM_033495.3
ZCCHC12,NM_173798.2
KIAA1210,NM_020721.1
PGRMC1,NM_006667.4
SLC25A43,NM_145305.2
UBE2A,NM_003336.3
SEPT6,NM_145799.3
UPF3B,NM_080632.2
RNF113A,NM_006978.2
NDUFA1,NM_004541.3
RHOXF2,NM_032498.1
ATP1B4,NM_001142447.2
LAMP2,NM_002294.2
LAMP2,NM_013995.2
CUL4B,NM_003588.3
GLUD2,NM_012084.3
GRIA3,NM_000828.4
THOC2,NM_001081550.1
XIAP,NM_001167.3
STAG2,NM_001042749.2
SH2D1A,NM_002351.4
TENM1,NM_001163278.1
ACTRT1,NM_138289.3
SMARCA1,NM_003069.4
OCRL,NM_000276.3
ZDHHC9,NM_016032.3
BCORL1,NM_021946.4
ELF4,NM_001421.3
AIFM1,NM_004208.3
IGSF1,NM_001170961.1
OR13H1,NM_001004486.1
FRMD7,NM_194277.2
MBNL3,NM_001170702.1
USP26,NM_031907.1
GPC4,NM_001448.2
GPC3,NM_004484.3
CCDC160,NM_001101357.1
PHF6,NM_032458.2
HPRT1,NM_000194.2
ZNF75D,NM_007131.4
INTS6L,NM_182540.4
SLC9A6,NM_006359.2
SLC9A6,NM_001042537.1
FHL1,NM_001159699.1
FHL1,NM_001449.4
FHL1,NM_001159702.2
MAP7D3,NM_024597.3
ADGRG4,NM_153834.3
HTATSF1,NM_001163280.1
CD40LG,NM_000074.2
ARHGEF6,NM_004840.2
GPR101,NM_054021.1
ZIC3,NM_003413.3
FGF13,NM_004114.3
F9,NM_000133.3
MCF2,NM_001171878.1
ATP11C,NM_001010986.2
SOX3,NM_005634.2
SPANXC,NM_022661.3
MAGEC3,NM_138702.1
MAGEC1,NM_005462.4
SLITRK4,NM_173078.4
SLITRK2,NM_032539.4
FMR1,NM_002024.5
AFF2,NM_002025.3
IDS,NM_000202.6
MAMLD1,NM_005491.4
MAMLD1,NM_001177465.2
MTM1,NM_000252.2
CD99L2,NM_134446.3
HMGB3,NM_005342.3
VMA21,NM_001017980.3
FATE1,NM_033085.2
CNGA2,NM_005140.1
MAGEA4,NM_001011548.1
GABRE,NM_004961.3
GABRA3,NM_000808.3
NSDHL,NM_015922.2
TREX2,NM_080701.3
HAUS7,NM_017518.7
BGN,NM_001711.4
ATP2B3,NM_001001344.2
CCNQ,NM_152274.4
SLC6A8,NM_005629.3
BCAP31,NM_001139441.1
ABCD1,NM_000033.3
PLXNB3,NM_005393.2
SRPK3,NM_014370.3
SSR4,NM_001204526.1
L1CAM,NM_000425.4
AVPR2,NM_000054.4
ARHGAP4,NM_001164741.1
NAA10,NM_003491.3
RENBP,NM_002910.5
HCFC1,NM_005334.2
TMEM187,NM_003492.2
IRAK1,NM_001569.3
MECP2,NM_004992.3
MECP2,NM_001110792.1
OPN1LW,NM_020061.5
OPN1MW,NM_000513.2
FLNA,NM_001456.3
EMD,NM_000117.2
RPL10,NM_006013.4
TAZ,NM_000116.4
ATP6AP1,NM_001183.5
GDI1,NM_001493.2
PLXNA3,NM_017514.4
LAGE3,NM_006014.4
G6PD,NM_001042351.2
IKBKG,NM_001099857.2
DKC1,NM_001363.4
F8,NM_000132.3
RAB39B,NM_171998.3
CLIC2,NM_001289.5
TMLHE,NM_018196.3
VAMP7,NM_005638.5
SRY,NM_003140.2
TBL1Y,NM_033284.1
USP9Y,NM_004654.3
NLGN4Y,NM_014893.4
